country_group,iso,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Estimates Start After,,
LA-C,JAM,Jamaica,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","7,957.10","8,162.55","8,273.22","8,447.72","8,508.78","8,306.22","8,808.47","9,418.20","8,989.17","9,393.30","9,680.90","9,697.70","9,892.88","10,028.46","10,127.30","10,288.97","10,217.03","9,952.43","9,736.23","9,737.76","9,723.52","9,762.13","9,771.62","10,093.55","10,190.51","10,244.89","10,504.48","10,618.46","10,494.35","10,100.81","9,920.97","10,035.02","9,958.60","9,968.47","10,017.36","10,090.25","10,233.18","10,286.74","10,455.17","10,544.60","9,487.74","9,913.02","10,297.81","10,512.39",2021,,
LA-C,SLV,El Salvador,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","5,675.43","5,290.53","4,918.31","4,964.23","4,999.66","4,990.59","4,949.60","5,013.26","5,036.60","5,005.86","5,158.09","5,164.50","5,451.30","5,687.80","5,889.70","6,109.34","6,107.34","6,249.75","6,369.29","6,464.29","6,499.12","6,523.73","6,601.28","6,687.17","6,736.79","6,916.78","7,221.23","7,343.78","7,470.34","7,286.96","7,412.70","7,666.04","7,851.06","7,995.29","8,100.70","8,265.99","8,449.82","8,617.86","8,812.26","9,021.24","8,267.34","9,085.26","9,306.92","9,500.61",2021,,
SSA,SWZ,Eswatini,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,889.41","4,017.60","3,936.70","3,781.28","3,742.36","3,684.31","4,220.95","4,488.41","4,671.36","4,952.59","5,282.57","5,230.28","5,263.74","5,300.59","5,308.74","5,449.57","5,547.21","5,612.99","5,704.72","5,818.07","5,865.55","5,872.93","6,074.33","6,253.06","6,421.70","6,746.57","7,087.98","7,337.87","7,344.23","7,405.19","7,630.90","7,746.72","8,106.95","8,360.75","8,379.01","8,506.24","8,537.41","8,650.84","8,768.94","8,917.73","8,685.71","9,271.23","9,215.95","9,374.47",2017,,
SSA,NAM,Namibia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,642.05","6,710.62","7,068.00","6,729.59","6,727.92","6,807.64","6,815.55","6,881.37","6,887.97","6,903.10","7,054.73","7,216.07","7,573.46","7,708.45","8,083.17","8,313.37","8,489.67","8,791.72","8,891.31","8,785.84","9,178.76","9,503.53","9,802.22","10,160.98","10,578.65","10,822.65","10,622.90","10,316.89","10,232.30","9,959.54","8,992.55","9,065.87","9,245.37","9,331.98",2022,,
ED-A,PHL,Philippines,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,604.13","4,644.47","4,695.05","4,665.47","4,219.23","3,816.52","3,853.18","3,921.29","4,093.37","4,246.10","4,275.46","4,159.87","4,081.68","4,074.97","4,156.47","4,248.91","4,279.59","4,401.75","4,272.78","4,322.28","4,514.05","4,553.47","4,625.02","4,762.98","4,976.23","5,122.85","5,294.50","5,537.58","5,676.05","5,658.89","5,970.91","6,099.13","6,414.79","6,739.98","7,058.12","7,393.04","7,790.26","8,199.05","8,587.92","8,983.41","8,017.74","8,365.03","8,890.19","9,316.10",2022,,
ED-A,NRU,Nauru,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,570.51","4,243.70","4,162.41","3,916.66","6,289.26","5,815.15","5,592.33","6,000.46","7,816.72","7,860.24","8,280.23","7,472.22","7,761.16","7,132.76","7,864.69","8,984.71","9,175.13","9,246.80","9,337.71","9,251.92",2016,,
LA-C,BLZ,Belize,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,873.88","3,874.44","3,516.38","3,628.12","3,931.85","3,771.12","3,931.91","4,673.81","5,080.12","5,716.11","6,178.56","6,709.35","7,327.87","7,559.81","7,356.48","7,215.80","7,111.15","7,110.52","7,123.83","7,617.65","8,378.14","8,581.07","8,795.99","9,375.24","9,562.51","9,539.13","9,704.17","9,765.04","9,364.38","9,078.26","8,982.09","8,711.41","8,816.00","8,980.23","9,108.47","9,174.91","8,951.20","8,573.11","8,493.92","8,601.76","7,220.26","8,149.75","8,841.53","8,923.39",2021,,
LA-C,GTM,Guatemala,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,633.80","6,510.96","6,124.62","5,821.14","5,704.67","5,528.57","5,395.79","5,449.80","5,522.14","5,599.99","5,635.36","5,670.10","5,793.30","5,851.56","5,917.28","6,037.47","6,067.66","6,176.64","6,318.09","6,405.89","6,417.51","6,420.36","6,537.27","6,551.83","6,590.06","6,636.93","6,849.50","7,103.01","7,202.24","7,090.91","7,133.32","7,291.73","7,362.64","7,460.46","7,631.78","7,783.18","7,832.25","7,912.49","8,018.92","8,173.57","7,869.28","8,327.88","8,489.05","8,602.65",2020,,
ME-CA,MAR,Morocco,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,638.27","3,447.80","3,683.25","3,577.83","3,646.55","3,787.14","4,006.81","3,814.43","4,117.59","4,119.27","4,269.07","4,490.36","4,315.41","4,207.33","4,572.80","4,262.01","4,721.87","4,583.26","4,847.33","4,832.84","4,858.59","5,144.57","5,234.85","5,473.98","5,661.95","5,773.02","6,130.97","6,267.24","6,555.36","6,748.63","6,919.93","7,194.18","7,321.06","7,561.38","7,673.54","7,923.62","7,881.31","8,193.23","8,356.17","8,509.08","7,817.35","8,353.36","8,365.89","8,532.28",2021,,
LA-C,BOL,Bolivia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,029.03","5,585.80","5,256.07","4,940.48","4,829.75","4,651.68","4,439.28","4,455.63","4,491.51","4,566.42","4,680.41","4,826.16","4,805.31","4,871.24","4,956.93","5,087.44","5,205.62","5,357.03","5,517.51","5,435.12","5,407.99","5,396.62","5,429.63","5,476.70","5,604.61","5,750.97","5,924.15","6,090.76","6,358.72","6,465.64","6,625.06","6,860.40","7,100.32","7,467.42","7,757.10","8,013.70","8,233.76","8,456.07","8,688.55","8,757.26","7,882.11","8,242.89","8,392.86","8,424.19",2017,,
ME-CA,UZB,Uzbekistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,099.39","2,959.82","2,751.77","2,678.06","2,671.69","2,723.87","2,798.32","2,876.86","2,997.80","3,082.74","3,167.41","3,259.94","3,463.11","3,660.82","3,891.80","4,205.41","4,514.75","4,798.69","5,053.21","5,224.15","5,513.41","5,829.29","6,127.97","6,458.15","6,721.48","6,897.81","7,183.46","7,476.06","7,479.14","7,880.90","8,159.45","8,408.70",2021,,
ED-A,LAO,Laos,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,497.58","1,694.74","1,734.69","1,741.85","1,805.00","1,916.83","1,954.32","1,881.98","1,791.02","1,913.35","1,966.97","1,986.91","2,065.53","2,126.19","2,239.05","2,337.59","2,441.02","2,553.23","2,613.58","2,671.44","2,795.64","2,881.90","3,030.68","3,171.03","3,352.31","3,533.01","3,788.74","4,022.12","4,269.94","4,515.54","4,805.49","5,114.14","5,434.97","5,789.42","6,145.65","6,499.21","6,850.74","7,208.63","7,546.50","7,780.34","7,632.89","7,679.38","7,797.81","7,994.87",2020,,
SSA,CPV,Cabo Verde,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,937.68","2,069.41","2,089.32","2,242.31","2,278.44","2,423.66","2,441.91","2,494.87","2,589.73","2,678.81","2,637.34","2,612.49","2,628.34","2,753.64","2,954.20","3,094.15","3,221.41","3,387.64","3,592.13","3,933.69","4,134.26","4,302.59","4,445.81","4,695.83","4,847.98","5,055.04","5,444.52","5,877.43","6,200.94","6,057.61","6,080.13","6,250.74","6,245.69","6,221.66","6,184.41","6,170.77","6,381.56","6,535.10","7,523.11","7,855.85","6,615.62","6,995.33","7,638.78","7,880.94",2018,,
ED-A,IND,India,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,214.15","1,258.11","1,272.74","1,335.01","1,355.00","1,394.49","1,428.80","1,452.98","1,558.45","1,615.71","1,669.00","1,651.55","1,706.33","1,751.16","1,830.40","1,930.21","2,035.82","2,078.00","2,165.25","2,305.46","2,353.82","2,425.93","2,476.33","2,627.36","2,786.57","2,996.83","3,224.93","3,489.47","3,574.04","3,823.55","4,158.17","4,374.23","4,551.86","4,780.12","5,071.05","5,411.87","5,789.68","6,112.07","6,436.15","6,617.13","6,172.04","6,665.88","7,054.26","7,401.22",2013,,
ED-A,BGD,Bangladesh,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,664.40","1,711.69","1,721.00","1,754.14","1,780.42","1,799.30","1,822.35","1,827.07","1,822.78","1,853.76","1,892.54","1,926.76","1,974.68","2,015.87","2,062.24","2,114.98","2,164.69","2,222.07","2,283.40","2,349.31","2,423.29","2,483.59","2,543.54","2,624.76","2,735.19","2,872.91","3,029.24","3,187.35","3,324.84","3,462.66","3,630.40","3,822.17","4,014.78","4,208.23","4,423.11","4,673.24","4,938.83","5,226.65","5,565.68","5,815.38","6,058.06","6,411.43","6,733.53","7,066.97",2020,,
LA-C,VEN,Venezuela,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,269.81","19,414.09","19,352.48","16,966.22","17,364.99","17,040.31","17,859.78","18,258.95","18,972.57","15,942.17","16,424.92","17,598.87","18,236.23","17,875.43","17,071.75","17,364.63","16,965.33","17,681.78","17,386.05","16,027.48","16,072.35","16,344.03","14,654.86","13,302.04","15,486.20","16,817.91","18,193.89","19,485.75","20,206.02","19,268.58","18,703.22","19,201.85","19,991.09","19,973.37","18,928.60","17,511.16","14,482.92","12,322.10","10,427.24","7,836.53","5,459.72","5,557.01","6,148.01","6,548.41",2010,,
LA-C,NIC,Nicaragua,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,470.12","3,569.16","3,693.72","3,741.09","3,803.37","3,991.20","4,072.43","4,108.73","4,056.60","4,075.61","4,206.59","4,299.83","4,431.78","4,596.06","4,692.47","4,458.81","4,597.13","4,826.71","4,990.04","5,181.92","5,373.95","5,573.44","5,767.49","5,972.55","5,712.17","5,439.60","5,388.73","5,907.13","6,081.46","6,200.77",2020,,
ME-CA,MRT,Mauritania,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,723.78","4,597.29","4,551.90","4,687.25","4,418.38","4,717.61","4,853.17","4,526.89","4,522.24","4,556.11","4,253.36","4,098.96","4,036.92","4,194.28","4,270.51","4,510.47","5,507.58","5,251.24","5,094.41","4,967.40","4,969.40","5,046.75","5,143.96","5,230.51","5,327.57","5,485.90","5,426.84","5,636.41","5,774.01","5,954.54","5,772.18","5,784.13","5,939.24","6,066.91",2014,,
LA-C,HND,Honduras,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,069.43","3,895.03","3,699.53","3,620.77","3,734.09","3,825.56","3,912.12","4,050.29","4,000.95","3,994.26","3,990.03","3,749.18","3,866.12","4,002.96","3,899.72","4,024.99","3,984.57","4,049.98","4,077.55","3,935.72","4,108.77","4,109.77","4,154.92","4,235.63","4,390.47","4,546.25","4,733.55","4,914.32","5,011.62","4,787.86","4,866.98","4,956.40","5,065.46","5,113.46","5,177.41","5,283.41","5,394.33","5,557.93","5,671.99","5,721.95","5,119.06","5,661.24","5,786.05","5,896.17",2021,,
SSA,AGO,Angola,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,496.05","3,254.27","3,170.40","3,219.27","3,324.54","3,053.55","3,054.82","3,100.31","3,203.56","3,119.34","2,933.41","3,180.31","3,429.70","3,687.46","3,946.77","4,214.83","4,533.70","4,703.96","4,765.77","4,715.12","4,704.04","4,743.47","5,214.85","5,190.53","5,560.62","6,172.76","6,642.63","7,302.59","7,825.40","7,606.39","7,683.61","7,657.09","8,004.57","8,093.13","8,176.55","7,960.45","7,481.88","7,210.03","6,872.84","6,596.75","6,024.65","5,900.64","5,863.09","5,890.97",2017,,
ED-A,TON,Tonga,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,844.27","2,091.16","2,346.22","2,456.03","3,502.08","3,717.66","4,066.21","4,124.56","3,960.39","3,984.04","4,150.55","4,369.18","4,182.27","4,158.84","4,252.71","4,574.63","4,563.47","4,526.90","4,612.25","4,698.76","4,855.67","4,906.32","5,105.80","5,087.67","4,971.24","4,930.21","4,802.24","4,662.93","4,872.45","4,607.79","4,633.41","4,926.70","4,965.60","5,007.36","5,135.24","5,222.92","5,622.50","5,813.17","5,834.51","5,883.12","5,919.30","5,768.64","5,662.80","5,812.01",2020,,
SSA,CIV,Cote d'Ivoire,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","6,259.18","6,333.64","6,109.67","5,668.69","5,404.23","5,390.16","5,435.42","5,206.44","5,217.12","5,161.15","4,904.53","4,717.32","4,527.26","4,112.83","4,000.02","4,103.67","4,315.18","4,446.52","4,547.52","4,503.98","4,299.04","4,195.19","4,020.69","3,865.52","3,813.97","3,781.31","3,741.35","3,710.90","3,708.84","3,732.38","3,711.20","3,441.46","3,718.65","3,960.47","4,199.57","4,455.10","4,653.66","4,814.38","4,868.39","5,139.33","5,094.24","5,312.71","5,525.01","5,718.87",2015,,
SSA,GHA,Ghana,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,608.59","2,451.79","2,195.01","2,009.31","2,055.59","2,139.83","2,221.60","2,316.07","2,409.68","2,461.19","2,490.57","2,548.54","2,599.92","2,659.49","2,687.12","2,733.55","2,794.52","2,884.59","2,955.14","3,013.46","2,897.01","2,932.63","2,993.09","3,070.83","3,160.92","3,278.09","3,388.04","3,445.51","3,671.76","3,794.97","3,883.74","4,320.06","4,574.30","4,792.24","4,817.57","4,810.49","4,864.58","5,148.05","5,353.49","5,585.89","5,503.25","5,684.34","5,741.53","5,689.29",2021,,
ME-CA,DJI,Djibouti,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,282.50","3,980.73","3,949.68","3,662.48","3,590.26","3,421.19","3,225.63","3,103.44","3,017.45","3,018.99","2,965.93","2,955.51","2,994.21","3,038.00","3,074.01","3,122.50","3,226.59","3,342.59","3,489.40","3,496.72","3,588.11","3,789.01","3,906.29","4,031.23","4,241.88","4,484.82","4,726.12","4,904.98","5,059.72","5,260.02","5,245.41","5,419.97","5,479.47","5,623.36",2020,,
ME-CA,PAK,Pakistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,223.71","2,293.91","2,396.50","2,487.72","2,516.30","2,662.52","2,757.28","2,842.01","2,947.76","3,012.08","3,061.66","3,148.91","3,249.68","3,233.72","3,290.72","3,372.54","3,508.26","3,483.31","3,520.92","3,584.29","3,618.31","3,615.03","3,654.52","3,733.67","3,935.27","4,207.08","4,370.40","4,530.61","4,569.19","4,489.71","4,510.40","4,578.46","4,658.29","4,734.18","4,829.12","4,927.84","5,054.38","5,158.98","5,353.95","5,412.61","5,256.16","5,449.35","5,661.69","5,576.76",2021,,
ME-CA,#N/A,West Bank and Gaza,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,035.59","4,033.38","3,853.32","4,176.58","4,628.11","4,857.97","4,309.79","3,802.48","3,238.11","3,592.49","4,260.70","4,605.63","4,428.61","4,463.91","4,668.00","4,938.18","5,091.93","5,443.69","5,636.70","5,763.35","5,622.60","5,701.39","6,070.65","6,025.01","5,947.34","5,879.79","5,087.06","5,312.50","5,393.48","5,455.87",2021,,
SSA,KEN,Kenya,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,597.72","3,610.49","3,659.94","3,590.76","3,527.28","3,553.16","3,683.07","3,760.68","3,854.82","3,898.54","3,948.98","3,878.46","3,721.80","3,610.27","3,597.17","3,648.40","3,695.88","3,614.85","3,615.54","3,579.19","3,494.20","3,537.31","3,462.91","3,464.76","3,526.18","3,626.72","3,739.46","3,883.72","3,786.67","3,808.13","4,019.06","4,128.62","4,221.07","4,275.55","4,384.28","4,506.43","4,590.29","4,649.98","4,797.43","4,926.24","4,803.65","5,049.85","5,203.60","5,358.64",2019,,
ED-A,WSM,Samoa,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,849.06","3,807.67","3,982.15","4,253.51","4,468.04","4,672.57","4,786.73","5,072.58","5,147.73","5,139.48","5,286.67","5,221.76","5,313.96","5,473.60","5,224.18","5,185.28","5,178.55","5,342.09","5,738.05","5,794.38","5,736.45","5,962.49","5,738.79","5,296.79","4,944.81","5,158.59",2021,,
ME-CA,KGZ,Kyrgyzstan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,975.38","3,400.76","2,715.22","2,556.69","2,695.56","2,921.49","2,938.76","2,999.13","3,117.91","3,252.26","3,221.52","3,416.94","3,613.77","3,563.33","3,636.32","3,903.05","4,165.31","4,238.22","4,163.70","4,363.93","4,301.76","4,677.59","4,770.26","4,855.55","4,961.37","5,094.37","5,172.43","5,298.56","4,746.81","4,822.65","5,022.13","5,098.13",2019,,
SSA,NGA,Nigeria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,902.64","2,814.03","2,804.15","2,777.73","2,716.27","2,699.10","2,739.41","2,749.19","2,748.47","2,694.70","2,773.09","2,884.61","3,223.57","3,441.45","3,704.77","3,863.21","4,016.81","4,198.76","4,383.33","4,624.69","5,009.75","5,115.75","5,193.54","5,329.12","5,516.38","5,514.78","5,284.90","5,190.36","5,155.07","5,135.49","4,916.71","4,969.21","5,004.25","5,039.59",2012,,
ED-A,KHM,Cambodia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,973.046,"1,036.53","1,039.53","1,017.86","1,058.17","1,093.60","1,098.26","1,139.91","1,170.03","1,203.13","1,217.81","1,243.25","1,368.98","1,467.86","1,561.62","1,633.35","1,741.45","1,890.10","2,107.36","2,300.14","2,499.60","2,629.90","2,603.23","2,728.46","2,889.92","3,068.25","3,259.28","3,455.68","3,660.66","3,871.96","4,101.00","4,363.21","4,638.22","4,472.25","4,561.98","4,743.20","4,969.53",2021,,
ED-A,TUV,Tuvalu,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,646.79","3,517.99","3,407.57","3,238.10","3,238.42","3,417.91","3,596.35","3,350.98","3,226.61","3,425.03","3,241.65","3,374.07","3,417.00","3,722.96","3,884.49","4,100.19","4,140.92","4,694.97","4,476.81","4,539.87","4,552.86","4,728.74",2017,,
ME-CA,TJK,Tajikistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,145.95","1,895.08","1,480.67","1,281.71","1,211.27","1,213.42","1,252.75","1,261.63","1,344.07","1,455.20","1,557.94","1,683.13","1,823.83","1,905.90","1,996.67","2,106.72","2,224.22","2,260.53","2,354.28","2,472.11","2,597.98","2,727.88","2,846.28","2,951.44","3,087.80","3,237.94","3,412.92","3,592.58","3,677.77","3,947.90","4,185.99","4,317.54",2014,,
SSA,COG,Republic of Congo,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,236.31","4,216.82","4,189.13","4,160.91","4,132.19","4,103.01","4,073.39","4,043.36","4,781.57","5,456.51","5,345.82","5,364.27","5,452.23","5,389.22","5,184.09","5,258.19","5,309.25","5,127.76","5,450.41","5,121.92","5,584.27","5,185.33","5,108.69","5,006.95","4,875.20","5,194.41","5,472.44","4,985.85","5,171.00","5,631.96","6,040.28","6,022.95","6,460.55","6,258.07","6,515.52","6,130.90","5,336.38","4,978.06","4,623.27","4,556.81","4,170.12","4,129.44","4,140.90","4,205.16",2020,,
ED-A,MMR,Myanmar,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,953.019,"1,018.76","1,130.11","1,256.08","1,367.04","1,534.69","1,757.54","1,983.66","2,234.06","2,497.73","2,669.34","2,767.99","2,893.04","3,029.00","3,200.39","3,424.73","3,673.82","3,914.34","4,130.24","4,332.72","4,575.10","4,848.56","4,968.73","4,050.70","4,104.77","4,186.01",2015,,
ED-A,NPL,Nepal,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","1,217.63","1,289.19","1,307.21","1,239.13","1,328.10","1,377.95","1,409.03","1,402.54","1,478.66","1,508.46","1,540.44","1,596.65","1,616.37","1,633.94","1,725.45","1,744.41","1,798.94","1,855.67","1,873.69","1,922.02","2,005.00","2,084.20","2,055.72","2,107.64","2,179.09","2,230.79","2,285.51","2,346.26","2,473.94","2,572.18","2,682.70","2,763.83","2,886.10","2,982.29","3,152.29","3,260.04","3,244.67","3,495.53","3,719.31","3,922.08","3,761.80","3,868.95","4,039.86","4,160.85",2020,,
SSA,STP,Sao Tome and Principe,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","4,106.11","3,609.60","3,641.04","3,418.94","3,133.59","3,335.96","3,058.82","2,887.65","2,864.00","2,869.25","2,729.37","2,685.10","2,626.19","2,624.19","2,632.05","2,635.04","2,625.27","2,603.02","2,619.87","2,637.40","2,602.58","2,620.78","2,633.59","2,749.45","2,790.71","2,915.75","3,097.58","3,108.63","3,290.40","3,291.40","3,430.75","3,501.61","3,532.69","3,623.57","3,780.06","3,823.55","3,903.42","3,975.03","3,997.40","4,009.05","4,035.58","4,019.21","3,983.57","3,975.87",2011,,
ED-A,MHL,Marshall Islands,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,034.57","2,968.88","2,888.44","2,909.30","3,147.64","3,319.24","3,248.76","3,210.15","3,238.98","3,214.84","3,303.80","3,052.65","3,144.06","3,317.81","3,281.64","3,198.09","3,310.04","3,264.05","3,302.38","3,337.43","3,433.99","3,525.70","3,753.11","3,678.27","3,710.25","3,727.84","3,808.58",2020,,
SSA,CMR,Cameroon,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","3,295.25","3,748.13","3,921.26","4,078.01","4,267.92","4,494.08","4,670.47","4,443.30","3,977.22","3,791.83","3,450.76","3,221.63","3,031.00","2,849.38","2,697.85","2,711.08","2,766.78","2,834.45","2,892.22","2,927.74","2,943.76","2,963.28","3,025.50","3,092.79","3,208.16","3,160.42","3,183.78","3,224.67","3,226.82","3,221.44","3,226.12","3,248.27","3,303.25","3,374.99","3,474.88","3,572.37","3,634.38","3,665.12","3,714.22","3,743.32","3,668.59","3,707.70","3,738.75","3,805.38",2021,,
ED-A,PNG,Papua New Guinea,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","2,739.13","2,697.69","2,658.92","2,689.80","2,605.98","2,634.36","2,726.00","2,843.09","2,841.00","2,683.87","2,490.35","2,646.58","2,792.03","3,084.83","3,321.00","3,122.47","3,242.59","2,959.74","3,020.84","3,001.22","2,855.60","2,783.66","2,713.08","2,888.63","2,837.27","2,889.18","2,894.22","3,049.10","2,971.17","3,101.92","3,239.80","3,106.63","3,083.52","3,133.15","3,482.76","3,634.89","3,756.20","3,809.52","3,721.28","3,808.58","3,612.61","3,541.30","3,626.30","3,683.53",2019,,
