"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014","FSS.raw.2015","FSS.raw.2016","FSS.raw.2017","FSS.raw.2018"
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0063,NA,0.0583,0.0836,0.0841,0.0887,NA,NA,0.0347,0.043,0.047,NA,0.2499,NA,NA,NA,NA,0.0334,0.0027,NA,NA,NA,NA,0.003,0.0024,0.0022,0.0016,0.0017,0.0031,0.005,0.0071,0.0047,0.0023,9e-04,NA,7e-04,6e-04,NA,0.1097,0.1595,0.1561,0.1511,0.1401,0.1424,0.0948,0.1176,0.2626,0.2011,0.0023,0.0017,0.2981,NA,0.3911,NA
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",NA,7e-04,6e-04,7e-04,0.001,0.0015,0.0017,0.0019,0.0017,0.0029,0.0031,0.0039,0.0036,0.0045,0.0933,0.1453,0.2178,0.1947,0.1942,0.1732,0.1905,0.2441,0.3452,0.3825,0.3749,0.3305,0.3416,0.3057,0.2302,0.1182,0.1038,0.1441,0.2226,0.2747,0.305,0.2885,0.2705,0.2641,0.2341,0.201,0.1803,0.1685,0.1736,0.1523,0.1511,0.164,0.2918,0.4082,0.412,0.3249,0.2673,0.329,0.3942,0.435,0.4001,0.4186,0.4896,0.5774,0.5462,0.4648,0.4193,0.4451,0.4587,0.4359,0.4118,0.4453,0.5487,0.5818,0.5306
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000844946,0.000379336,0.003122453,0.001278556,0.01566237,0.036495803,0.000528709,0.02975463,0.039677209,0.03771672,0.054290331,0.062320609,0.074332035,0.082377113,0.080841766,0.088073593,0.097576464,0.080230106,0.063491698,0.052494389,0.071881153,0.067024785,0.071021503,0.093051017,0.111520357,0.107929094,0.106511591,0.108202819,0.132752089,0.144897418,0.162262868,0.177837538,0.187064642,0.188471337,0.16217937,0.13610321,0.13290958,0.140658122,0.158466496,0.171189317,0.187701206,0.219600785,0.311694506,0.406439191,0.481330445,0.509196929,0.525885409,0.549887535,0.536196624,0.553625921,0.551307337,0.47109645,0.362164227,0.36964213,0.368908755,0.488557387,0.604018204
558,"NIC","Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123302849,0.202485984,0.15334036,0.016254393,0.007473642,0.002425085,0.001991841,0.000364444,0.000660269,0.000731981,0.000748448,0.002843068,0.05773443,0.043467396,0.006523084,0.006168352,0.037356571,0.08160139,0.120513854,0.153472535,0.242737179,0.566540543,0.474362878,0.416807414,0.504404447,0.497338674,0.319226993,0.403246233,0.454796486,0.296691336,0.219466677,0.130075048,0.022762843,0.033019108,0.045609829,0.048169313,0.045883965,0.07281664,0.06472995,0.100934191,0.093741915,0.110893566,0.126890461,0.209168738,0.19224171,0.272260552,0.230095369,0.269817199,0.099417559,0.296044889,0.367940565,0.29059132,0.26338859,0.232568044,0.225487315,0.219650597,0.284249065
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,0.0055,0.0074,0.002,0.0074,0.0034,0.0026,0.0013,0.0015,0.0014,0.0022,0.001,8e-04,0.0028,0.0225,0.0236,0.0234,0.021,0.0331,0.0383,0.0353,0.0336,0.0483,0.0496,0.1015,0.1167,0.1224,0.0939,0.0631,0.0793,0.0634,0.0845,0.0738,0.0785,0.0888,0.0934,0.1179,0.1183,0.1212,0.1072,0.111,0.1234,0.1267,0.1298,0.1134,0.1094,0.0968,0.1411,0.1841,0.1944,0.1979,0.1508,0.1399,0.1024
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151,0.0145,0.0137,0.0131,0.0124,0.0118,0.0112,0.0107,0.0096,0.009,0.0083,0.008,0.0079,0.008,0.008,0.0084,0.0092,0.0103,0.0105,0.0101,0.0101,0.0101,0.197,0.4377,1,1,0.8109,0.8133,0.876,0.9123,0.4751,0.4125,0.4249,0.4353,0.4233,0.4127,0.3898,0.3727,0.3589,0.3506,0.3555,0.3572,0.359,0.3545,0.3518,0.3476,0.3363,0.3276,0.3288,0.341,0.3521,0.3527
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",NA,0.000550303,0.000838509,0.001118823,0.001026481,0.001632984,0.002664725,0.003135247,0.002739279,0.002082806,0.001736672,0.001305842,0.00161076,0.001843301,0.002275471,0.00217398,0.002703164,0.071140797,0.089470815,0.15124904,0.144917257,0.168475285,0.161902348,0.142255546,0.123878292,0.101034219,0.098962944,0.145012923,0.183578969,0.243668719,0.249767364,0.309283057,0.265911702,0.373795813,0.403007533,0.563783773,0.50728107,0.389246146,0.420319086,0.460413572,0.522075218,0.429624573,0.287089021,0.243034662,0.200548487,0.194102064,0.177794046,0.193185175,0.200334214,0.19863911,0.278740466,0.33450824,0.294914278,0.185812367,0.130074048,0.218263864,0.292661545,0.292948005,0.203089425,0.143268075,0.121910463,0.15103748,0.208685766,0.221849449,0.229417853,0.193247931,0.233490504,0.229134897,0.183015711
512,"OMN","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0034,0.0034,0.0034,0.0034,0.0033,0.0033,0.0032,0.0036,0.0039,0.0041,0.0039,0.004,0.0041,0.0039,0.0035,0.003,0.003,0.003,0.0029,0.0029,0.0028,NA,0.0029,0.0034,0.0031,0.003,0.0035,0.0033,0.0043,0.0035,0.0038,0.0028,0.0025,0.0047,0.0131,0.0124,0.0099,0.0016,0.0014,0.0012,0.0022,0.0023,0.0021,0.0123,0.0237,0.0304,0.0367,0.0466,0.0532,0.0537,0.0425,0.0333
586,"PAK","Pakistan",NA,NA,NA,NA,NA,NA,NA,0.0324,NA,NA,NA,NA,0.0259,0.0207,0.0213,0.0214,NA,0.0163,NA,0.0112,0.0053,0.005,0.005,0.0046,0.0041,0.0041,0.0041,0.0038,0.0036,0.0208,0.0342,0.0453,0.0353,0.0302,0.0275,0.024,0.0199,0.0148,0.0149,0.0205,0.0392,0.0447,0.0452,0.0421,0.062,0.0743,0.0788,0.1423,0.206,0.2855,0.2902,0.3166,0.3307,0.3463,0.3687,0.3816,0.3915,0.3804,0.368,0.3563,0.3425,0.3334,0.3277,0.3428,0.3346,0.3198,0.2902,0.2898,0.3011
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0049,NA,NA,0.0073,0.0039,0.0059,0.0136,0.0155,0.0174,0.0206,0.0238,0.021,0.017,0.008,0.0169,0.0519,0.0758,0.1101,0.0958,0.0784,0.0649,0.0477,0.041,0.0351,0.0343,0.044,0.0544,0.0657,0.0611,0.0554,0.0576,0.0452,0.0463,0.079,0.178,0.1795,0.0878,0.0607,0.1909,0.2108,0.4276,0.2134,0.0499
591,"PAN","Panama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032,0.0034,0.0029,0.0031,0.002,0.1477,0.3109,0.5001,0.3058,0.2313,0.3006,0.5355,0.5857,0.5663,0.5853,0.5655,0.5894,0.5602,0.5307,0.5127,0.314,0.3373,0.3075,0.4484,0.5106,0.5914,0.7424,0.6888,0.7337,0.6133,0.6493,0.3662,0.3397,0.3066,0.4686,0.4859,0.5253,0.2987,0.0611
598,"PNG","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.0588,0.0575,0.0593,0.0882,0.0903,0.0798,0.082,0.065,0.0421,0.0256,0.0244,0.0269,0.0332,0.0279,0.0239,0.0099,0.006,0.0045,0.0189,0.0289,0.0511,0.0482,0.0491,0.047,0.0459,0.0763,0.0917,0.1103,0.1154,0.1096,0.1066,0.0913,0.086,0.0776,0.0658,0.0632,0.0547,0.0477,0.0441,0.0345,0.0372,0.1773,0.3949,0.5802,0.2962,0.0504
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,1e-04,1e-04,1e-04,2e-04,2e-04,NA,0.1485,0.3241,0.8688,0.8358,0.8681,0.7238,0.5349,0.3256,0.3111,0.3342,0.3472,0.3132,0.1819,0.0996,0.0633,0.0542,0.0077,0.0083,0.0087,0.0084,0.0096,0.0668,0.1028,0.1347,0.1187,0.1066,0.169,0.1587,0.1489,0.0715,0.0663,0.0688,0.066,0.0625,0.042,0.0462,0.0489,0.0607,0.0564,0.06,0.0654,0.0593,0.0605,0.0491,0.0492,0.036,0.0267,0.0119
608,"PHL","Philippines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,0.0044,0.0038,0.0082,0.0119,0.0188,0.0216,0.0246,0.0225,0.0265,0.0269,0.0273,0.0249,0.0284,0.0479,0.0606,0.0679,0.0476,0.0334,0.0212,0.0232,0.0363,0.0822,0.081,0.1107,0.0936,0.1142,0.0967,0.0895,0.1022,0.1096,0.1345,0.1267,0.135,0.1143,0.1091,0.0905,0.0861,0.1122,0.1558,0.217,0.2274,0.243,0.2209,0.2295,0.176,0.1253
616,"POL","Poland",NA,NA,NA,0.0029,0.003,0.0029,0.0028,0.0031,0.0034,0.0039,0.0037,0.0032,0.0024,0.002,0.0024,0.0024,0.0029,7e-04,0.0024,0.0034,0.0028,0.0037,0.0033,0.0042,0.0029,0.003,0.0026,0.0038,0.0037,0.0038,0.0034,0.003,0.0024,0.0025,0.0026,0.0029,0.0032,0.0036,0.0037,0.1141,0.2405,0.3191,0.2483,0.2032,0.1198,0.065,0.0028,0.0416,0.0835,0.0931,0.0488,0.0799,0.2388,0.401,0.6077,0.7495,0.6732,0.6698,0.6681,0.9214,0.8256,0.7346,0.7225,0.716,0.6357,0.4605,0.375,0.4226,0.5099
620,"PRT","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.46e-05,0.000188267,0.007893067,0.009245422,0.086835691,0.186420688,0.187082847,0.11142615,0.023661679,0.094784861,0.100740265,0.118795062,0.072472401,0.112231931,0.181302461,0.182525972,0.164317615,0.186651143,0.212951458,0.255406895,0.170699156,0.167283619,0.141857929,0.197800017,0.253406579,0.302442247,0.332212747,0.3153923,0.312594125,0.302345878,0.308218201,0.426131042,0.555682735,0.716807146,0.727286508,0.745585069,0.729995199,0.756219872,0.768288578,0.763218265,0.71662338,0.715680386,0.709483787,0.716766597,0.747414875,0.73280059,0.684271691,0.684607876,0.699970779,0.690713393,0.689381767,0.655896201,0.667800512,0.679800266,0.689185388
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,"RUS","Russia",NA,0.000155,0.000492,0.000866009,0.000999276,0.000823362,0.069530186,0.150837526,0.336316193,0.302912745,0.324267126,0.182023511,0.088477618,0.062730715,0.130468274,0.246156498,0.261498283,0.141147945,0.071167431,0.007236408,0.054842985,0.098744743,0.101163391,0.064479866,0.040288337,0.03605468,0.02978258,0.136821664,0.235020626,0.37332947,0.326473231,0.469306449,0.500318497,0.647350165,0.585562641,0.535097392,0.424966024,0.376082115,0.392216226,0.416030438,0.841636749,0.345875585,0.359706772,0.248357422,0.314478432,0.253412438,0.257155941,0.229152256,0.266579439,0.310466531,0.446612287,0.499636984,0.47000195,0.353590785,0.197028915,0.198632672,0.234144776,0.244407827,0.340601678,0.427965271,0.495514658,0.426285995,0.350489788,0.293068203,0.254240212,0.266207243,0.243497767,0.262965778,0.365798899
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0523,0.0757,0.1768,0.2518,0.2727,0.2043,0.1807,0.1521,0.1174,0.1065,0.0922,0.0921,0.0964,0.1096,0.2133,0.3214,0.4343,0.4203,0.2919,0.2063,0.1133,0.1661,0.2516,0.3387,0.4345,0.4259,0.4816,0.429,0.3692,0.3632,0.4993
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0375,0.0681,0.082,0.1041,0.112,0.1797,0.1193,0.1265,0.0787,0.1527,0.0909,0.0866,0.0716,0.0259,0.143,0.1461,0.1248,0.1367,0.1113,0.1046,0.0567,0.0517,0.0446,0.0854,0.0908,0.1402,0.0977,0.1274,0.1043,0.1693,0.2455,0.3738,0.4103,0.5516,0.4089,0.3693,0.3159,0.3277,0.2985,0.2658,0.2082,0.1763,0.2095,0.2191,0.1586,0.2142,0.3827,0.516,0.3149,0.1829,0.2027,0.2445,0.371,0.3244
682,"SAU","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000290506,0.000265235,0.000245986,0.000242334,0.0003161,0.000309326,0.000328529,0.000312421,0.000287739,0.000277417,0.005643237,0.067358314,0.033307789,0.023951992,0.036557698,0.040249175,0.067948436,0.067445394,0.057349254,0.052236339,0.050184236,0.054857539,0.057931455,0.052244184,0.0425835,0.042719758,0.037889889,0.057867664,0.0803492,0.109712387,0.097282608,0.116555521,0.161128432,0.227844639,0.228386909,0.18019181,0.161305789,0.135728817,0.159512976,0.161417385,0.157126809,0.145236118,0.138895966,0.184488792,0.250852646,0.258037075,0.257324758,0.255832494,0.255361101,0.220752337,0.190580345,0.15771832
686,"SEN","Senegal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,0.0019,0.0017,0.0021,0.0026,0.0029,0.0027,0.0046,0.0045,0.0292,0.0313,0.0486,0.0519,0.0729,0.1012,0.0987,0.1297,0.1178,0.1565,0.1559,0.174,0.1572,0.142,0.1276,0.1201,0.122,0.1305,0.1135,0.1133,0.1364,0.1922,0.2016,0.2083,0.2059,0.2426,0.253,0.2818,0.3231,0.3315,0.3359,0.3375,0.4019,0.4593,0.4901,0.4926,0.4812,0.4659,0.4621,0.4343,0.3748,0.2882,0.2105,0.168,0.1329,0.1439
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,0.1824,NA,NA,NA,NA,0.2854,NA,0.1238,0.073,NA,0.0271,0.174,0.0864,0.095,0.0554,0.1046,0.1954,0.185,0.2075,0.0103,0.1871,0.1579,0.1266,0.1286,0.1292,0.1152,0.0893,0.0658,0.0652,0.0545,0.055,0.0745,0.078,0.0738,0.039,0.0279,0.0272,0.0225,0.0838,0.0949,0.1047,0.0842,0.1165,0.2025,0.2551,0.1975,0.1551,0.1583,0.2327,0.3087,0.2934,0.2252,0.2115,0.1723,0.224,0.2265,0.2392,0.2091,0.1669,0.213,0.2306,0.239
694,"SLE","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0187,0.0179,0.0178,0.0176,0.0154,0.0128,0.0124,0.0149,0.0146,0.0134,0.0113,0.0111,0.0125,0.0215,0.0316,0.0406,0.0408,0.0429,0.0457,0.0489,0.0475,0.0391,0.0406,0.0405,0.0517,0.0515,0.055,0.0523,0.0462,0.0433,0.0451,0.047,0.0547,0.0611,0.057,0.0396,0.0224,0.0154,0.0133,0.0134,0.015,0.0139,0.0144,0.0134,0.0127,0.0119,0.0125,0.0147,0.016,0.0153,0.0148,0.0138,0.0175,0.0222
702,"SGP","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,0.0251,0.0246,0.0208,0.0152,0.0132,0.0105,0.0126,0.0132,0.0226,0.0118,0.0099,NA,NA,NA,NA,NA,NA,NA,0.0083,NA,NA,NA,0.006,0.0063,NA,NA,0.0051,NA,NA,NA,NA,NA,NA,NA,0.0027,0.0019,0.0048,0.0095,0.0118,0.0089,0.0108,0.0112,0.0184,0.0275,0.0514,0.0553,0.0434,0.0201,0.0077,0.0085,0.0101,0.009,0.0081,0.0068,0.008,0.13,0.1421,0.2722,0.1265,0.2926,0.3396,0.4947,0.5406
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0056,0.0045,NA,0.0039,NA,0.0028,NA,0.0047,0.0068,0.0015,0.0066,0.011,0.0118,0.0123,0.011,0.0097,0.0068,0.0084,0.0089,0.0118,0.0112,0.0161,0.0247,0.0276,0.0264,0.0218,0.0251,0.0282,0.0271,0.0218,0.016,0.0169,0.0174,0.0188,0.0179,0.0213,0.0224,0.033,0.0374,0.0491,0.0529,0.0613,0.0646,0.0691,0.1204,0.1821,0.2223,0.2104,0.1895,0.1986,0.2055,0.2164,0.2041,0.1788,0.1538,0.1397
710,"ZAF","South Africa",NA,NA,NA,NA,NA,NA,NA,NA,0.000199044,9.95e-05,0.008066346,NA,NA,NA,9.97e-05,0.003686603,0.000597777,0.00059825,0.002893127,0.115644904,0.239444453,0.423293753,0.372202812,0.384343064,0.403405943,0.456086965,0.42246122,0.328350164,0.203498306,0.170468487,0.164880656,0.16541925,0.180418567,0.185195494,0.18612693,0.181524052,0.126722977,0.097665478,0.192086565,0.318337688,0.54101634,0.597841233,0.621935158,0.629410352,0.593041164,0.549080152,0.514752072,0.450605862,0.399627501,0.373186997,0.357377864,0.394371402,0.434334624,0.488464203,0.48855577,0.493323705,0.433891175,0.382689281,0.341020911,0.330790304,0.363380395,0.314581644,0.397771877,0.382149089,0.402174168,0.292343051,0.254165528,0.223359159,0.207752533
