country_group,iso,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Estimates Start After
ED-E,MNG,Mongolia,Total investment,Percent of GDP,,Source: National Statistics Office. Discrepancies rise from staff estimates based on the balance of payment data and the authorities' data on net exports at constant price. Latest actual data: 2021 Notes: Data prior to 1991 cannot be confirmed by national sources. Data after 2000 has been rebased National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Mongolian tögrög Data last updated: 03/2023,46.193,73.37,71.535,62.885,55.291,55.387,59.774,51.124,54.137,59.157,13.61,22.905,26.321,36.342,33.099,23.85,25.179,23.949,25.571,25.368,22.407,26.186,20.104,27.659,28.766,37.529,35.885,38.705,43.566,34.371,42.087,58.151,55.899,53.276,35.175,24.514,22.629,27.406,39.378,35.592,2021
ED-A,MOZ,Mozambique,Total investment,Percent of GDP,,Source: National Statistics Office. Instituto Nacional de Estadistica (INE). Latest actual data: 2021 Notes: Data prior to 1992 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Mozambican metical Data last updated: 03/2023,17.198,34.875,31.347,25,21.66,15.972,14.857,35.158,42.425,41.222,43.538,26.036,28.688,28.577,24.528,34.008,21.505,21.456,23.953,40.425,37.665,30.573,36.402,29.889,25.322,22.515,21.595,20.512,20.992,18.327,21.94,28.828,49.529,53.988,52.855,41.249,46.602,33.186,50.048,60.058,2021
SSA,MRT,Mauritania,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1998 Chain-weighted: Yes, from 2014 Primary domestic currency: New Mauritanian ouguiya Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.957,34.472,39.81,27.59,94.555,39.243,33.942,29.156,9.762,11.141,11.296,12.509,9.544,21.475,35.254,48.905,26.001,28.144,33.02,26.433,32.251,38.654,49.167,47.557,41.797,38.461,31.278,37.899,46.45,46.944,2021
LA-C,MUS,Mauritius,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 Notes: Figures for exports and imports of services are not equal to those compiled by the BOM, due to the difference in sectoral coverage and the treatment of FISIM by CSO and BOM. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018. In July 2022, the authorities changed the benchmark year of the national accounts from 2013 to 2018. The revision also brought some improvements in the estimation process and coverage. This resulted in a historical revision of national accounts Chain-weighted: Yes, from 1999 Primary domestic currency: Mauritian rupee Data last updated: 03/2023",24.87,23.533,21.722,17.569,20.024,23.252,23.012,24.218,28.702,31.399,31.291,29.745,29.206,29.157,30.398,27.989,26.022,28.832,28.303,28.898,28.204,19.59,20.839,22.377,23.051,21.421,25.233,25.64,25.009,23.45,26.745,23.628,24.057,21.527,19.069,17.492,17.273,17.668,18.873,19.436,2022
ED-A,MWI,Malawi,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021. Since 2011 we have used IMF staff s and Malawian authorities  combined estimates for National Accounts data. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2017. Rebased to 2017 from 2010 Chain-weighted: No Primary domestic currency: Malawian kwacha Data last updated: 02/2023,11.622,8.234,9.744,10.258,6.149,8.509,5.827,7.346,8.703,9.784,9.584,9.427,9.315,7.084,13.506,8.117,5.702,5.375,6.259,6.845,6.336,7.121,10.368,7.85,8.87,11.039,12.807,15.631,13.201,12.516,13.133,7.435,8.779,8.654,7.864,8.482,7.261,9.584,7.888,7.861,2021
ED-A,MYS,Malaysia,Total investment,Percent of GDP,,"Source: National Statistics Office. From Department of Statistics Malaysia (DOS) downloaded via CEIC Latest actual data: 2021 Notes: GDP was rebased by the National Statistical Office, new base year is 2015. The official series starts in 2015. Data prior to that is spliced based on the old series. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015. Data prior to 2015 are spliced by the country team. Chain-weighted: No Primary domestic currency: Malaysian ringgit Data last updated: 03/2023",34.783,40.036,42.372,41.023,35.735,29.813,27.84,24.755,27.547,30.402,35.338,37.843,36.003,39.613,41.386,43.523,41.964,43.377,29.539,25.658,29.397,26.838,27.24,25.532,25.85,23.122,23.425,23.966,22.265,18.407,23.657,23.456,25.951,26.108,25.158,25.424,25.996,25.547,23.897,21.048,2021
ED-A,NAM,Namibia,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes. Annual CY data are reconstructed from quarterly data Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Namibian dollar Data last updated: 02/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.063,28.754,15.79,18.617,14.995,18.646,19.266,20.684,16.935,19.89,23.185,19.946,23.529,19.238,19.9,19.14,19.665,23.33,24.419,32.297,24.695,22.872,18.909,25.624,25.565,36.021,28.895,21.962,17.708,14.86,15.276,2022
SSA,NER,Niger,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021. 2021 National Accounts reflect preliminary estimates from the authorities National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 03/2023,23.398,17.552,16.671,10.698,3.557,10.392,9.445,9.549,15.267,11.529,11.355,12.146,8.538,6.556,13.027,12.075,14.721,13.679,14.671,11.236,13.185,13.833,14.668,13.976,12.54,19.394,19.865,18.966,26.509,28.551,32.722,31.676,29.378,29.767,31.213,32.368,28.637,26.221,29.025,30.233,2021
ED-E,NGA,Nigeria,Total investment,Percent of GDP,,"Source: National Statistics Office. Official re-based (2010) data for 2010-13 was published in July 2014, based on SNA 2008. Official backcasted data were published in July 2016 and 1990-2009 nominal and real GDP numbers were updated. However expenditure components of GDP are still IMF staff estimates and are subject to revision with official backcasted data. Latest actual data: 2022 Notes: Official backcasted data were published in July 2016 and 1990-2009 nominal and real GDP numbers were updated. However expenditure components of GDP are still IMF staff estimates and are subject to revision with official backcasted data. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Nigerian naira Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.192,12.234,13.36,13.153,10.654,11.601,11.878,13.25,16.042,17.915,14.361,15.14,20.072,17.546,16.553,15.576,16.268,18.654,15.611,19.418,17.291,16.212,14.908,14.904,15.803,15.49,15.367,15.474,19.814,25.416,2022
SSA,NIC,Nicaragua,Total investment,Percent of GDP,,"Source: Central Bank Latest actual data: 2021. Real sector indicators may be lagged by one quarter Notes: Due to political and economic events (civil war and hyperinflation) data prior to 1995 are less reliable. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 1994. annual overlap Primary domestic currency: Nicaraguan córdoba Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.397,14.677,14.145,17.35,19.294,22.131,25.158,25.107,33.003,26.953,24.796,22.029,22.074,24.057,25.99,28.253,31.304,33.602,23.2,24.84,30.983,31.012,30.905,28.879,33.477,31.2,29.915,24.075,17.371,2021
other-advanced,NLD,Netherlands,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 03/2023",23.569,20.777,19.706,20.428,20.641,21.115,22.641,22.71,23.979,24.67,24.226,23.373,23.309,21.466,21.687,21.728,22.561,22.843,22.944,23.217,22.57,22.718,21.009,20.488,20.321,20.454,21.024,23.349,22.331,20.721,20.222,20.04,18.725,18.51,17.913,22.475,20.488,20.593,20.958,22.096,2022
ME-CA,NOR,Norway,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1980 Primary domestic currency: Norwegian krone Data last updated: 03/2023",28.534,27.98,28.941,26.57,27.726,27.698,33.118,31.69,30.635,27.639,24.758,22.306,21.628,22.148,23.011,24.198,22.893,25.191,28.244,24.571,21.811,20.543,20.322,19.42,21.502,22.415,23.923,27.063,25.77,24.281,24.974,25.433,25.861,27.318,27.199,26.908,27.713,27.541,27.717,29.6,2022
euro-area,NPL,Nepal,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: August/July. Fiscal year starts on July 16th, and ends July 15th the following year Base year: FY2010/11. Data prior to 2010/11 were estimated by IMF staff by using data splicing Chain-weighted: No Primary domestic currency: Nepalese rupee Data last updated: 03/2023",10.892,4.561,11.89,20.491,27.681,23.145,20.667,21.726,22.721,21.671,18.457,20.711,21.254,23.243,23.077,25.582,27.325,25.608,25.211,21.054,24.237,24.26,22.511,23.618,26.457,28.043,28.584,30.276,31.903,32.967,38.958,27.814,28.603,29.677,30.986,31.277,28.241,37.325,39.548,41.379,2021
ED-A,NRU,Nauru,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA-C,NZL,New Zealand,Total investment,Percent of GDP,,"Source: National Statistics Office. Statistics New Zealand Latest actual data: 2021. Authorities' actual annual data are April/March recalculated using quarterly data as Jan/Dec Notes: Starting with the April 2021 WEO, real GDP data and forecasts are reported on a production basis. Nominal GDP data are reported on expenditure basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to calendar years Reporting in calendar year: Yes. Annual CY data are reconstructed from quarterly data Start/end months of reporting year: January/December Base year: 2009. The base year is 2009Q2 to 2010Q1 Chain-weighted: Yes, from 1987 Primary domestic currency: New Zealand dollar Data last updated: 03/2023",23.365,21.294,22.921,23.981,29.359,27.622,25.062,23.331,20.833,23.074,21.392,17.141,18.536,20.909,22.379,23.321,23.443,23.165,21.066,22.577,22.638,21.799,23.376,23.627,25.313,25.455,23.85,24.797,23.703,19.586,20.33,20.051,21.309,22.038,22.836,23.011,22.978,23.277,24.225,24.009,2021
ME-CA,OMN,Oman,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Omani rial Data last updated: 03/2023,20.536,21.157,24.408,24.274,24.936,25.151,26.153,15.675,15.228,14.122,14.909,16.126,17.606,19.527,16.816,16.103,15.567,19.075,37.947,27.644,22.586,23.577,25.966,29.389,33.61,28.418,33.61,39.771,42.027,34.062,29.391,27.812,30.232,32.367,28.949,36.376,36.076,33.843,31.675,26.866,2021
ED-A,PAK,Pakistan,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: FY2020/21. Fiscal year data are mapped to calendar year as follows: FY(t/t+1) = CY(t+1) National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Real GDP is based on factor costs whereas nominal GDP is based on market prices. Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June Base year: FY2015/16. Data before 2016 were extended backwards using growth rates for overall GDP and expenditure component shares of the original series. Real GDP is based on factor costs whereas nominal GDP is based on market prices. As a result, any calculated GDP deflator using these the two different concepts will not be accurate. Chain-weighted: No Primary domestic currency: Pakistan rupee Data last updated: 02/2023",15.301,14.237,14.628,14.249,13.851,13.866,14.277,14.609,13.746,14.475,14.601,14.659,15.579,16.027,15.057,14.288,14.645,13.821,13.803,12.039,13.266,13.088,12.77,12.948,12.805,14.71,15.076,14.957,14.635,15.707,15.686,16.151,17.342,15.635,15.328,15.207,15.936,16.333,17.068,15.5,2021
ED-A,PAN,Panama,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007. The deflator in base year 2007 is not exactly 100 because of data splicing. In October 2015 the authorities published new national accounts with a base year of 2007. The new methodology uses chain-linked volume measures as opposed to constant prices. Data for years before 2007 currently do not exist for the re-based series. Chain-weighted: Yes, from 2007 Primary domestic currency: US dollar Data last updated: 03/2023",27.863,31.298,28.585,24.715,18.557,19.247,20.125,24.215,6.575,3.797,11.914,17.718,23.361,29.014,29.521,31.308,30.455,29.51,31.531,30.193,28.397,20.612,18.406,22.401,22.015,21.764,23.192,36.044,42.328,31.432,38.213,38.637,43.689,44.008,44.309,42.756,40.499,41.731,41.481,38.302,2021
ED-A,PER,Peru,Total investment,Percent of GDP,,Source: Central Bank Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Peruvian sol Data last updated: 03/2023,27.026,32.171,31.315,22.24,18.962,17.04,19.839,20.638,24.039,17.911,15.205,15.9,16.014,17.795,20.969,21.672,19.726,21.134,20.841,18.184,17.443,16.506,16.682,17.227,16.121,15.387,18.799,22.267,26.979,20.667,24.604,24.437,24.267,25.91,25.116,24.229,22.628,21.426,22.364,21.799,2021
ED-E,PHL,Philippines,Total investment,Percent of GDP,,Source: National Statistics Office. accessed via Haver Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Philippine peso Data last updated: 03/2023,23.435,21.975,22.352,23.685,17.254,12.125,12.758,14.525,15.113,17.812,23.332,19.717,20.748,23.186,23.311,21.794,23.282,24.065,19.989,16.201,15.684,18.945,20.459,19.529,20.731,18.567,16.015,16.129,18.967,17.432,20.442,20.74,19.561,20.642,20.924,21.341,24.619,25.559,27.151,26.402,2022
LA-C,PLW,Palau,Total investment,Percent of GDP,,Source: Ministry of Finance or Treasury Latest actual data: FY2020/21 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Start/end months of reporting year: October/September Base year: FY2018/19 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 03/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.244,49.426,50.88,48.171,48.218,43.802,39.075,35.59,32.097,26.03,26.11,30.015,28.203,24.548,31.373,28.639,28.063,30.48,28.167,36.285,2021
LA-C,PNG,Papua New Guinea,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
euro-area,POL,Poland,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2015 Primary domestic currency: Polish zloty Data last updated: 03/2023",n/a,n/a,n/a,n/a,27.386,28.773,23.662,23.958,27.366,24.082,25.243,19.381,14.75,15.134,17.246,18.45,20.579,23.094,24.701,24.895,24.494,20.463,18.409,18.805,20.23,19.888,21.678,25.196,24.649,20.56,20.977,22.453,20.969,19.301,20.975,20.984,20.222,20.021,21.45,20.497,2022
other-advanced,PRT,Portugal,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 03/2023",36.439,38.197,38.276,32.554,27.261,25.95,25.511,30.02,31.724,29.862,30.433,27.17,27.24,23.947,24.708,24.193,24.408,26.524,28.317,29.028,28.777,28.158,25.904,23.115,23.824,23.359,22.926,23.1,23.579,20.843,21.126,18.598,15.702,14.632,15.317,15.855,15.833,17.227,18.29,18.493,2022
LA-C,PRY,Paraguay,Total investment,Percent of GDP,,"Source: Central Bank Latest actual data: 2021 Notes: Before 2008, GDP data were constructed backward using the new 2014 base year. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: Paraguayan guaraní Data last updated: 02/2023",28.783,28.831,25.627,21.442,22.932,21.984,25.023,25.058,24.366,23.844,22.865,19.109,18.493,19.669,24.414,22.021,22.129,22.918,20.112,18.971,17.339,17.968,18.1,20.627,20.068,20.903,21.95,21.325,22.248,18.916,23.835,24.662,21.264,22.017,22.659,21.879,19.806,20.6,22.782,21.685,2021
SSA,QAT,Qatar,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED-E,ROU,Romania,Total investment,Percent of GDP,,"Source: National Statistics Office. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000 Primary domestic currency: Romanian leu Data last updated: 03/2023",28.13,25.941,28.042,29.875,30.705,33.572,34.916,32.359,28.927,27.382,30.525,28.186,31.653,29.162,25.155,24.657,26.267,21.041,18.101,15.649,19.67,22.756,22.173,23.195,24.217,22.931,27.467,31.337,33.093,27.196,27.003,27.675,26.58,25.273,24.976,25.522,23.741,23.935,23.35,24.289,2022
ED-E,RUS,Russia,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 Notes: Gross capital formation includes statistical discrepancy. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016. The discrepancy in historical national account comes from source data which recently got rebased. In the new methodology they rebased all the components of GDP prior to Q1 2016 by using the growth rates of the old series in 2011 prices. Chain-weighted: Yes, from 1995 Primary domestic currency: Russian ruble Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.18,-7.957,14.28,19.452,18.961,17.808,11.602,12.456,16.411,19.553,17.891,18.75,18.884,18.196,19.255,22.047,23.308,17.22,20.658,24.261,24.554,23.272,22.391,22.149,23.095,23.607,21.918,22.662,2021
SSA,RWA,Rwanda,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2017 Chain-weighted: No Primary domestic currency: Rwandan franc Data last updated: 03/2023,7.564,7.815,10.803,10.817,11.816,11.179,10.684,10.624,9.77,9.05,8.522,8.872,10.612,11.453,6.42,14.152,13.619,12.181,11.473,11.944,12.283,12.744,12.634,13.142,14.359,15.159,15.019,16.809,21.371,21.036,20.56,20.891,23.298,24.436,23.238,24.256,26.133,23.837,21.414,23.481,2021
ED-A,SAU,Saudi Arabia,Total investment,Percent of GDP,,"Source: National Statistics Office. General Authority for Statistics, Kingdom of Saudi Arabia (GSTAT) Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Saudi riyal Data last updated: 03/2023",20.926,20.172,20.706,21.636,27.545,21.453,19.46,17.718,19.689,19.445,15.684,19.986,22.964,25.055,20.357,20.286,18.571,18.778,22.949,21.514,19.317,19.623,19.693,19.493,19.865,20.175,22.215,26.473,27.296,31.715,30.926,27.541,27.046,26.89,29.018,34.223,30.898,28.796,26.123,28.296,2022
ED-A,SDN,Sudan,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other-advanced,SEN,Senegal,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 03/2023,14.59,21.377,17.766,17.804,17.307,15.415,10.557,13.081,10.205,8.916,8.845,10.134,3.888,2.835,4.04,7.458,7.321,10.266,12.528,15.522,16.382,18.035,17.245,19.036,18.258,21.472,20.775,24.618,26.227,20.397,20.087,21,24.624,24.066,25.881,25.833,25.362,29.816,32.648,31.965,2021
ED-E,SGP,Singapore,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2015 Primary domestic currency: Singapore dollar Data last updated: 03/2023",45.028,44.783,46.27,46.451,46.928,41.099,36.558,36.519,33.408,34.061,35.653,33.98,35.516,37.202,32.912,33.881,35.04,38.17,31.49,32.691,35.174,27.609,25.074,17.225,22.892,21.507,22.379,23.066,30.16,27.37,27.658,26.692,29.263,29.98,29.43,25.353,26.445,27.292,24.76,24.597,2022
other-advanced,SLB,Solomon Islands,Total investment,Percent of GDP,,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. This has been updated till 2016 with data provided by the country authorities. For 2017 and onwards, real GDP is estimated by the staff, based on sectoral growth assumptions provided by the Central Bank of Solomon Islands. Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 03/2023",3.65,3.65,3.65,3.65,3.65,3.65,6.673,11.221,8.958,11.2,7.528,9.485,7.958,9.083,6.865,5.227,5.705,6.614,7.239,6.883,7.613,7.914,5.967,10.706,6.368,9.218,11.797,15.34,14.237,13.439,20.662,16.217,14.283,15.59,13.064,15.493,16.247,19.459,18.868,22.681,2020
SSA,SLE,Sierra Leone,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 2010 Primary domestic currency: Sierra Leonean leone Data last updated: 03/2023",11.597,10.605,8.808,8.571,7.486,6.198,7.035,5.35,5.477,6.633,6.649,5.936,7.2,3.426,5.712,3.918,6.275,3.484,3.92,2.663,4.863,10.335,10.59,11.225,10.325,11.301,10.135,9.493,9.557,9.993,31.089,41.93,27.858,13.761,13.689,15.407,19.143,18.594,14.828,12.532,2021
SSA,SLV,El Salvador,Total investment,Percent of GDP,,"Source: Central Bank Latest actual data: 2021 Notes: The output gap does not close by 2027 because desk assumes a much deeper hit to the potential in 2020 due to long and strict lockdown, and political uncertainty impacting both the actual and potential GDP medium-term growth. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 03/2023",n/a,14.191,13.044,11.655,13.434,11.49,12.076,10.974,11.356,12.836,13.813,15.455,18.833,18.958,20.358,20.944,15.355,15.083,18.651,17.301,17.669,17.714,17.065,18.429,18.141,18.605,20.075,20.8,20.173,14.055,16.672,17.79,17.71,17.019,16.397,16.017,15.968,16.677,18.372,18.345,2021
LA-C,SMR,San Marino,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: No Primary domestic currency: Euro Data last updated: 03/2023,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,55.535,60.319,65.184,64.851,61.659,61.334,58.625,23.818,25.516,18.791,19.613,15.458,18.639,19.615,16.102,12.086,15.769,19.119,20.607,24.024,2020
euro-area,SOM,Somalia,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSA,SRB,Serbia,Total investment,Percent of GDP,,"Source: National Statistics Office. Statistical Office of the Republic of Serbia Latest actual data: 2021. The country in its current form has been in existence since 1992. Official data are only available from 1999 onward. The data prior to 1992 is presumably for the former SFR Yugoslavia. Metadata analysis available through the statistics office. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2010 Primary domestic currency: Serbian dinar Data last updated: 03/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.943,8.821,7.114,9.165,17.297,18.933,19.898,26.156,22.708,21.735,24.988,26.42,18.657,17.6,18.329,19.269,17.378,16.522,18.681,18.078,19.575,22.655,25.087,2021
ED-A,SSD,South Sudan,Total investment,Percent of GDP,,"Source: IMF Staff Estimates. National Bureau of Statistics Latest actual data: 2018 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December. Authorities report on fiscal year July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 02/2023",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.583,10.734,12.844,19.407,11.878,17.346,14.271,11.974,19.743,2018
